"#""+ESI MRM Frag=135.0V CF=0.000 DF=0.000 (245.10000 -> 209.10000) astA_AB_MRM1.d """,,
#Point,X(Minutes),Y(Counts)
2186,20.17,43.24000168
2187,20.17,43.26000214
2188,20.18,43.22000122
2189,20.19,43.26000214
2190,20.2,43.24000168
2191,20.2,43.20000458
2192,20.21,43.18000412
2193,20.22,43.20000458
2194,20.22,43.12000275
2195,20.23,43.08000183
2196,20.24,43.02000427
2197,20.24,43.00000381
2198,20.25,42.94000244
2199,20.26,42.88000488
2200,20.26,42.86000443
2201,20.27,42.86000443
2202,20.28,42.86000443
2203,20.28,42.86000443
2204,20.29,42.92000198
2205,20.3,42.92000198
2206,20.3,42.98000336
2207,20.31,42.98000336
2208,20.32,43.02000427
2209,20.32,43.04000473
2210,20.33,43.00000381
2211,20.34,43.04000473
2212,20.34,43.06000137
2213,20.35,43.02000427
2214,20.36,43.10000229
2215,20.36,43.06000137
2216,20.37,43.08000183
2217,20.38,43.10000229
2218,20.39,43.10000229
2219,20.39,43.10000229
2220,20.4,43.18000412
2221,20.41,43.16000366
2222,20.41,43.18000412
2223,20.42,43.18000412
2224,20.43,43.28000259
2225,20.43,43.30000305
2226,20.44,43.34000397
2227,20.45,43.32000351
2228,20.45,43.32000351
2229,20.46,43.20000458
2230,20.47,43.20000458
2231,20.47,43.20000458
2232,20.48,43.18000412
2233,20.49,43.08000183
2234,20.49,43.04000473
2235,20.5,43.00000381
2236,20.51,43.06000137
2237,20.51,43.04000473
2238,20.52,43.12000275
2239,20.53,43.1400032
2240,20.53,43.08000183
2241,20.54,43.04000473
2242,20.55,43.12000275
2243,20.56,43.12000275
2244,20.56,43.10000229
2245,20.57,43.04000473
2246,20.58,43.04000473
2247,20.58,42.98000336
2248,20.59,42.98000336
2249,20.6,42.98000336
2250,20.6,43.00000381
2251,20.61,42.98000336
2252,20.62,42.98000336
2253,20.62,43.00000381
2254,20.63,43.04000473
2255,20.64,43.06000137
2256,20.64,43.04000473
2257,20.65,43.04000473
2258,20.66,43.1400032
2259,20.66,43.1400032
2260,20.67,43.12000275
2261,20.68,43.16000366
2262,20.68,43.1400032
2263,20.69,43.18000412
2264,20.7,43.20000458
2265,20.7,43.22000122
2266,20.71,43.24000168
2267,20.72,43.16000366
2268,20.72,43.1400032
2269,20.73,43.16000366
2270,20.74,43.10000229
2271,20.75,43.08000183
2272,20.75,42.98000336
2273,20.76,42.9600029
2274,20.77,43.00000381
2275,20.77,42.98000336
2276,20.78,42.94000244
2277,20.79,42.9600029
2278,20.79,42.9600029
2279,20.8,42.9600029
2280,20.81,43.04000473
2281,20.81,43.10000229
2282,20.82,43.1400032
2283,20.83,43.20000458
2284,20.83,43.34000397
2285,20.84,43.36000443
2286,20.85,43.40000153
2287,20.85,43.38000488
2288,20.86,43.44000244
2289,20.87,43.40000153
2290,20.87,43.36000443
2291,20.88,43.34000397
2292,20.89,43.26000214
2293,20.89,43.18000412
2294,20.9,43.22000122
2295,20.91,43.26000214
2296,20.92,43.20000458
2297,20.92,43.16000366
2298,20.93,43.12000275
2299,20.94,43.18000412
2300,20.94,43.18000412
2301,20.95,43.24000168
2302,20.96,43.26000214
2303,20.96,43.22000122
2304,20.97,43.1400032
2305,20.98,43.18000412
2306,20.98,43.12000275
2307,20.99,43.08000183
2308,21,42.98000336
2309,21,42.90000153
2310,21.01,42.84000397
2311,21.02,42.88000488
2312,21.02,42.9600029
2313,21.03,43.04000473
2314,21.04,43.06000137
2315,21.04,43.18000412
2316,21.05,43.30000305
2317,21.06,43.36000443
2318,21.06,43.38000488
2319,21.07,43.42000198
2320,21.08,43.40000153
2321,21.08,43.30000305
2322,21.09,43.26000214
2323,21.1,43.24000168
2324,21.11,43.12000275
2325,21.11,43.16000366
2326,21.12,43.18000412
2327,21.13,43.20000458
2328,21.13,43.1400032
2329,21.14,43.10000229
2330,21.15,43.18000412
2331,21.15,43.22000122
2332,21.16,43.20000458
2333,21.17,43.24000168
2334,21.17,43.18000412
2335,21.18,43.18000412
2336,21.19,43.20000458
2337,21.19,43.20000458
2338,21.2,43.28000259
2339,21.21,43.24000168
2340,21.21,43.26000214
2341,21.22,43.34000397
2342,21.23,43.40000153
2343,21.23,43.40000153
2344,21.24,43.38000488
2345,21.25,43.4600029
2346,21.25,43.44000244
2347,21.26,43.34000397
2348,21.27,43.30000305
2349,21.27,43.26000214
2350,21.28,43.22000122
2351,21.29,43.30000305
2352,21.3,43.34000397
2353,21.3,43.38000488
2354,21.31,43.30000305
2355,21.32,43.34000397
2356,21.32,43.34000397
2357,21.33,43.30000305
2358,21.34,43.30000305
2359,21.34,43.28000259
2360,21.35,43.1400032
2361,21.36,43.12000275
2362,21.36,43.08000183
2363,21.37,43.12000275
2364,21.38,43.1400032
2365,21.38,43.20000458
2366,21.39,43.28000259
2367,21.4,43.26000214
2368,21.4,43.24000168
2369,21.41,43.26000214
2370,21.42,43.28000259
2371,21.42,43.28000259
2372,21.43,43.26000214
2373,21.44,43.20000458
2374,21.44,43.10000229
2375,21.45,43.00000381
2376,21.46,43.00000381
2377,21.47,43.00000381
2378,21.47,42.98000336
2379,21.48,42.9600029
2380,21.49,42.9600029
2381,21.49,43.00000381
2382,21.5,43.04000473
2383,21.51,43.1400032
2384,21.51,43.18000412
2385,21.52,43.16000366
2386,21.53,43.26000214
2387,21.53,43.28000259
2388,21.54,43.30000305
2389,21.55,43.28000259
2390,21.55,43.20000458
2391,21.56,43.22000122
2392,21.57,43.1400032
2393,21.57,43.10000229
2394,21.58,43.04000473
2395,21.59,42.92000198
2396,21.59,42.86000443
2397,21.6,42.78000259
2398,21.61,42.78000259
2399,21.61,42.78000259
2400,21.62,42.74000168
2401,21.63,42.78000259
2402,21.63,42.80000305
2403,21.64,42.86000443
2404,21.65,42.90000153
2405,21.66,42.9600029
2406,21.66,42.98000336
2407,21.67,42.98000336
2408,21.68,43.00000381
2409,21.68,42.9600029
2410,21.69,42.9600029
2411,21.7,42.9600029
2412,21.7,42.90000153
2413,21.71,42.90000153
2414,21.72,42.90000153
2415,21.72,42.92000198
2416,21.73,42.9600029
2417,21.74,42.9600029
2418,21.74,42.9600029
2419,21.75,42.92000198
2420,21.76,42.94000244
2421,21.76,42.94000244
2422,21.77,42.94000244
2423,21.78,42.98000336
2424,21.78,43.04000473
2425,21.79,43.02000427
2426,21.8,43.06000137
2427,21.8,43.06000137
2428,21.81,43.10000229
2429,21.82,43.04000473
2430,21.83,43.08000183
2431,21.83,43.08000183
2432,21.84,43.02000427
2433,21.85,43.00000381
2434,21.85,43.08000183
2435,21.86,43.10000229
2436,21.87,43.18000412
2437,21.87,43.16000366
2438,21.88,43.16000366
2439,21.89,43.10000229
2440,21.89,43.06000137
2441,21.9,43.12000275
2442,21.91,43.08000183
2443,21.91,43.00000381
2444,21.92,42.94000244
2445,21.93,42.86000443
2446,21.93,42.98000336
2447,21.94,43.00000381
2448,21.95,43.02000427
2449,21.95,43.00000381
2450,21.96,42.92000198
2451,21.97,42.94000244
2452,21.97,42.92000198
2453,21.98,42.90000153
2454,21.99,42.88000488
2455,21.99,42.76000214
2456,22,42.72000122
2457,22.01,42.72000122
2458,22.02,42.72000122
2459,22.02,42.74000168
2460,22.03,42.78000259
2461,22.04,42.80000305
2462,22.04,42.86000443
2463,22.05,42.9600029
2464,22.06,42.9600029
2465,22.06,42.98000336
2466,22.07,42.98000336
2467,22.08,43.00000381
2468,22.08,43.00000381
2469,22.09,43.02000427
2470,22.1,43.04000473
2471,22.1,43.00000381
2472,22.11,42.94000244
2473,22.12,42.9600029
2474,22.12,42.9600029
2475,22.13,43.00000381
2476,22.14,42.9600029
2477,22.14,42.92000198
2478,22.15,42.86000443
2479,22.16,42.84000397
2480,22.16,42.82000351
2481,22.17,42.84000397
2482,22.18,42.86000443
2483,22.19,42.86000443
2484,22.19,42.84000397
2485,22.2,42.88000488
2486,22.21,42.88000488
2487,22.21,42.92000198
2488,22.22,42.94000244
2489,22.23,43.00000381
2490,22.23,43.00000381
2491,22.24,42.92000198
2492,22.25,42.98000336
2493,22.25,42.9600029
2494,22.26,42.9600029
2495,22.27,42.94000244
2496,22.27,42.92000198
2497,22.28,42.92000198
2498,22.29,42.86000443
2499,22.29,42.86000443
2500,22.3,42.9600029
2501,22.31,42.94000244
2502,22.31,43.00000381
2503,22.32,43.02000427
2504,22.33,43.04000473
2505,22.33,43.04000473
2506,22.34,43.04000473
2507,22.35,43.06000137
2508,22.35,43.1400032
2509,22.36,43.08000183
2510,22.37,43.08000183
2511,22.38,43.02000427
2512,22.38,43.00000381
2513,22.39,43.06000137
2514,22.4,43.08000183
2515,22.4,43.12000275
2516,22.41,43.16000366
2517,22.42,43.16000366
2518,22.42,43.20000458
2519,22.43,43.24000168
2520,22.44,43.28000259
2521,22.44,43.26000214
2522,22.45,43.16000366
2523,22.46,43.12000275
2524,22.46,43.02000427
2525,22.47,42.9600029
2526,22.48,42.92000198
2527,22.48,42.98000336
2528,22.49,42.98000336
2529,22.5,42.9600029
2530,22.5,42.9600029
2531,22.51,43.00000381
2532,22.52,43.04000473
2533,22.52,43.10000229
2534,22.53,43.10000229
2535,22.54,43.10000229
2536,22.55,43.02000427
2537,22.55,43.06000137
2538,22.56,43.1400032
2539,22.57,43.20000458
2540,22.57,43.22000122
2541,22.58,43.26000214
2542,22.59,43.24000168
2543,22.59,43.24000168
2544,22.6,43.32000351
2545,22.61,43.42000198
2546,22.61,43.38000488
2547,22.62,43.44000244
2548,22.63,43.44000244
2549,22.63,43.4600029
2550,22.64,43.50000381
2551,22.65,43.60000229
2552,22.65,43.56000137
2553,22.66,43.58000183
2554,22.67,43.50000381
2555,22.67,43.4600029
2556,22.68,43.38000488
2557,22.69,43.36000443
2558,22.69,43.36000443
2559,22.7,43.40000153
2560,22.71,43.28000259
2561,22.71,43.34000397
2562,22.72,43.32000351
2563,22.73,43.38000488
2564,22.74,43.4600029
2565,22.74,43.50000381
2566,22.75,43.54000473
2567,22.76,43.6400032
2568,22.76,43.56000137
2569,22.77,43.58000183
2570,22.78,43.6400032
2571,22.78,43.66000366
2572,22.79,43.66000366
2573,22.8,43.6400032
2574,22.8,43.56000137
2575,22.81,43.56000137
2576,22.82,43.50000381
2577,22.82,43.60000229
2578,22.83,43.66000366
2579,22.84,43.54000473
2580,22.84,43.50000381
2581,22.85,43.48000336
2582,22.86,43.50000381
2583,22.86,43.54000473
2584,22.87,43.48000336
2585,22.88,43.50000381
2586,22.88,43.50000381
2587,22.89,43.56000137
2588,22.9,43.78000259
2589,22.9,43.84000397
2590,22.91,43.94000244
2591,22.92,43.92000198
2592,22.93,44.00000381
2593,22.93,44.16000366
2594,22.94,44.26000214
2595,22.95,44.24000168
2596,22.95,44.22000504
2597,22.96,44.16000366
2598,22.97,44.20000458
2599,22.97,44.24000168
2600,22.98,44.22000504
2601,22.99,44.20000458
2602,22.99,44.12000275
2603,23,44.02000427
2604,23.01,44.10000229
2605,23.01,44.08000183
2606,23.02,44.06000137
2607,23.03,43.9600029
2608,23.03,43.98000336
2609,23.04,44.00000381
2610,23.05,44.02000427
2611,23.05,44.02000427
2612,23.06,44.08000183
2613,23.07,44.16000366
2614,23.07,44.18000412
2615,23.08,44.24000168
2616,23.09,44.30000305
2617,23.1,44.22000504
2618,23.1,44.28000259
2619,23.11,44.28000259
2620,23.12,44.26000214
2621,23.12,44.24000168
2622,23.13,44.20000458
2623,23.14,44.16000366
2624,23.14,44.22000504
2625,23.15,44.30000305
2626,23.16,44.38000488
2627,23.16,44.38000488
2628,23.17,44.34000397
2629,23.18,44.40000153
2630,23.18,44.48000336
2631,23.19,44.54000473
2632,23.2,44.58000183
2633,23.2,44.42000198
2634,23.21,44.40000153
2635,23.22,44.30000305
2636,23.22,44.16000366
2637,23.23,44.26000214
2638,23.24,44.1400032
2639,23.24,43.92000198
2640,23.25,43.94000244
2641,23.26,44.04000473
2642,23.26,44.06000137
2643,23.27,44.02000427
2644,23.28,44.06000137
2645,23.29,44.16000366
2646,23.29,44.08000183
2647,23.3,44.30000305
2648,23.31,44.42000198
2649,23.31,44.44000244
2650,23.32,44.42000198
2651,23.33,44.52000427
2652,23.33,44.52000427
2653,23.34,44.58000183
2654,23.35,44.66000366
2655,23.35,44.68000412
2656,23.36,44.50000381
2657,23.37,44.58000183
2658,23.37,44.56000137
2659,23.38,44.72000504
2660,23.39,44.80000305
2661,23.39,44.94000244
2662,23.4,44.88000488
2663,23.41,44.80000305
2664,23.41,44.76000214
2665,23.42,44.84000397
2666,23.43,44.80000305
2667,23.43,44.92000198
2668,23.44,44.76000214
2669,23.45,44.6400032
2670,23.46,44.52000427
2671,23.46,44.52000427
2672,23.47,44.60000229
2673,23.48,44.54000473
2674,23.48,44.50000381
2675,23.49,44.42000198
2676,23.5,44.42000198
2677,23.5,44.50000381
2678,23.51,44.60000229
2679,23.52,44.70000458
2680,23.52,44.76000214
2681,23.53,44.66000366
2682,23.54,44.76000214
2683,23.54,44.6400032
2684,23.55,44.68000412
2685,23.56,44.48000336
2686,23.56,44.38000488
2687,23.57,44.36000443
2688,23.58,44.30000305
2689,23.58,44.40000153
2690,23.59,44.34000397
2691,23.6,44.26000214
2692,23.6,44.32000351
2693,23.61,44.26000214
2694,23.62,44.28000259
2695,23.62,44.26000214
2696,23.63,44.28000259
2697,23.64,44.22000504
2698,23.65,44.12000275
2699,23.65,44.20000458
2700,23.66,44.16000366
2701,23.67,44.06000137
2702,23.67,44.04000473
2703,23.68,44.00000381
2704,23.69,44.06000137
2705,23.69,43.98000336
2706,23.7,44.04000473
2707,23.71,44.02000427
2708,23.71,44.08000183
2709,23.72,44.26000214
2710,23.73,44.42000198
2711,23.73,44.56000137
2712,23.74,44.58000183
2713,23.75,44.48000336
2714,23.75,44.44000244
2715,23.76,44.4600029
2716,23.77,44.50000381
2717,23.77,44.52000427
2718,23.78,44.4600029
2719,23.79,44.40000153
2720,23.79,44.34000397
2721,23.8,44.38000488
2722,23.81,44.50000381
2723,23.82,44.50000381
2724,23.82,44.48000336
2725,23.83,44.66000366
2726,23.84,44.60000229
2727,23.84,44.58000183
2728,23.85,44.56000137
2729,23.86,44.54000473
2730,23.86,44.42000198
2731,23.87,44.30000305
2732,23.88,44.4600029
2733,23.88,44.4600029
2734,23.89,44.28000259
2735,23.9,44.30000305
2736,23.9,44.36000443
2737,23.91,44.38000488
2738,23.92,44.4600029
2739,23.92,44.4600029
2740,23.93,44.52000427
2741,23.94,44.36000443
2742,23.94,44.4600029
2743,23.95,44.54000473
2744,23.96,44.62000275
2745,23.96,44.66000366
2746,23.97,44.70000458
2747,23.98,44.54000473
2748,23.98,44.4600029
2749,23.99,44.28000259
2750,24,44.10000229
2751,24.01,43.94000244
2752,24.01,43.92000198
2753,24.02,43.88000488
2754,24.03,43.84000397
2755,24.03,43.84000397
2756,24.04,43.9600029
2757,24.05,44.10000229
2758,24.05,44.16000366
2759,24.06,44.16000366
2760,24.07,44.04000473
2761,24.07,44.04000473
2762,24.08,44.04000473
2763,24.09,44.02000427
2764,24.09,44.00000381
2765,24.1,43.98000336
2766,24.11,43.86000443
2767,24.11,43.80000305
2768,24.12,43.76000214
2769,24.13,43.76000214
2770,24.13,43.6400032
2771,24.14,43.72000122
2772,24.15,43.66000366
2773,24.15,43.68000412
2774,24.16,43.68000412
2775,24.17,43.76000214
2776,24.18,43.76000214
2777,24.18,43.76000214
2778,24.19,43.76000214
2779,24.2,43.80000305
2780,24.2,43.62000275
2781,24.21,43.66000366
2782,24.22,43.58000183
2783,24.22,43.54000473
2784,24.23,43.50000381
2785,24.24,43.58000183
2786,24.24,43.60000229
2787,24.25,43.60000229
2788,24.26,43.52000427
2789,24.26,43.58000183
2790,24.27,43.66000366
2791,24.28,43.78000259
2792,24.28,43.82000351
2793,24.29,43.88000488
2794,24.3,43.74000168
2795,24.3,43.70000458
2796,24.31,43.62000275
2797,24.32,43.56000137
2798,24.32,43.44000244
2799,24.33,43.42000198
2800,24.34,43.38000488
2801,24.34,43.44000244
2802,24.35,43.42000198
2803,24.36,43.52000427
2804,24.37,43.58000183
2805,24.37,43.68000412
2806,24.38,43.74000168
2807,24.39,43.74000168
2808,24.39,43.58000183
2809,24.4,43.58000183
2810,24.41,43.56000137
2811,24.41,43.54000473
2812,24.42,43.48000336
2813,24.43,43.40000153
2814,24.43,43.44000244
2815,24.44,43.4600029
2816,24.45,43.4600029
2817,24.45,43.42000198
2818,24.46,43.38000488
2819,24.47,43.36000443
2820,24.47,43.36000443
2821,24.48,43.34000397
2822,24.49,43.32000351
2823,24.49,43.28000259
2824,24.5,43.34000397
2825,24.51,43.4600029
2826,24.51,43.58000183
2827,24.52,43.60000229
2828,24.53,43.60000229
2829,24.53,43.70000458
2830,24.54,43.74000168
2831,24.55,43.76000214
2832,24.56,43.70000458
2833,24.56,43.68000412
2834,24.57,43.68000412
2835,24.58,43.68000412
2836,24.58,43.68000412
2837,24.59,43.74000168
2838,24.6,43.6400032
2839,24.6,43.76000214
2840,24.61,43.86000443
2841,24.62,43.86000443
2842,24.62,43.92000198
2843,24.63,43.90000153
2844,24.64,43.94000244
2845,24.64,43.94000244
2846,24.65,43.84000397
2847,24.66,43.82000351
2848,24.66,43.74000168
2849,24.67,43.6400032
2850,24.68,43.62000275
2851,24.68,43.62000275
2852,24.69,43.6400032
2853,24.7,43.60000229
2854,24.7,43.60000229
2855,24.71,43.6400032
2856,24.72,43.72000122
2857,24.73,43.6400032
2858,24.73,43.74000168
2859,24.74,43.72000122
2860,24.75,43.70000458
2861,24.75,43.6400032
2862,24.76,43.76000214
2863,24.77,43.80000305
2864,24.77,43.78000259
2865,24.78,43.82000351
2866,24.79,43.90000153
2867,24.79,43.78000259
2868,24.8,43.86000443
2869,24.81,43.88000488
2870,24.81,43.88000488
2871,24.82,43.78000259
2872,24.83,43.76000214
2873,24.83,43.74000168
2874,24.84,43.68000412
2875,24.85,43.62000275
2876,24.85,43.68000412
2877,24.86,43.68000412
2878,24.87,43.6400032
2879,24.87,43.66000366
2880,24.88,43.62000275
2881,24.89,43.82000351
2882,24.89,43.92000198
2883,24.9,43.94000244
2884,24.91,44.02000427
2885,24.92,44.08000183
2886,24.92,44.00000381
2887,24.93,44.00000381
2888,24.94,44.02000427
2889,24.94,44.02000427
2890,24.95,43.92000198
2891,24.96,43.88000488
2892,24.96,43.88000488
2893,24.97,43.86000443
2894,24.98,43.80000305
2895,24.98,43.84000397
2896,24.99,43.94000244
2897,25,43.9600029
2898,25,44.00000381
2899,25.01,43.92000198
2900,25.02,44.10000229
2901,25.02,44.22000504
2902,25.03,44.34000397
2903,25.04,44.4600029
2904,25.04,44.4600029
2905,25.05,44.36000443
2906,25.06,44.30000305
2907,25.06,44.26000214
2908,25.07,44.32000351
2909,25.08,44.12000275
2910,25.09,44.10000229
2911,25.09,44.06000137
2912,25.1,44.02000427
2913,25.11,44.10000229
2914,25.11,44.28000259
2915,25.12,44.32000351
2916,25.13,44.28000259
2917,25.13,44.28000259
2918,25.14,44.32000351
2919,25.15,44.22000504
2920,25.15,44.24000168
2921,25.16,44.32000351
2922,25.17,44.30000305
2923,25.17,44.20000458
2924,25.18,44.36000443
2925,25.19,44.48000336
2926,25.19,44.54000473
2927,25.2,44.54000473
2928,25.21,44.68000412
2929,25.21,44.66000366
2930,25.22,44.74000168
2931,25.23,44.78000259
2932,25.23,44.84000397
2933,25.24,44.82000351
2934,25.25,45.08000183
2935,25.25,45.22000504
2936,25.26,45.42000198
2937,25.27,45.60000229
2938,25.28,45.70000458
2939,25.28,45.76000214
2940,25.29,45.82000351
2941,25.3,46.16000366
2942,25.3,46.22000504
2943,25.31,46.10000229
2944,25.32,45.98000336
2945,25.32,45.84000397
2946,25.33,45.72000504
2947,25.34,45.62000275
2948,25.34,45.74000168
2949,25.35,45.70000458
2950,25.36,45.40000153
2951,25.36,45.40000153
2952,25.37,45.40000153
2953,25.38,45.38000488
2954,25.38,45.44000244
2955,25.39,45.26000214
2956,25.4,45.26000214
2957,25.4,44.9600029
2958,25.41,44.94000244
2959,25.42,44.84000397
2960,25.42,44.80000305
2961,25.43,44.68000412
2962,25.44,44.76000214
2963,25.45,44.58000183
2964,25.45,44.72000504
2965,25.46,44.82000351
2966,25.47,44.80000305
2967,25.47,44.94000244
2968,25.48,44.92000198
2969,25.49,44.90000153
2970,25.49,45.06000137
2971,25.5,44.98000336
2972,25.51,45.06000137
2973,25.51,44.92000198
2974,25.52,44.78000259
2975,25.53,44.90000153
2976,25.53,44.76000214
2977,25.54,44.80000305
2978,25.55,44.70000458
2979,25.55,44.48000336
2980,25.56,44.44000244
2981,25.57,44.40000153
2982,25.57,44.42000198
2983,25.58,44.42000198
2984,25.59,44.26000214
2985,25.59,44.30000305
2986,25.6,44.24000168
2987,25.61,44.24000168
2988,25.61,44.52000427
2989,25.62,44.54000473
2990,25.63,44.44000244
2991,25.64,44.42000198
2992,25.64,44.34000397
2993,25.65,44.38000488
2994,25.66,44.26000214
2995,25.66,44.30000305
2996,25.67,44.20000458
2997,25.68,43.90000153
2998,25.68,43.98000336
2999,25.69,44.16000366
3000,25.7,44.22000504
3001,25.7,44.30000305
3002,25.71,44.28000259
3003,25.72,44.34000397
3004,25.72,44.30000305
3005,25.73,44.30000305
3006,25.74,44.24000168
3007,25.74,44.06000137
3008,25.75,44.06000137
3009,25.76,43.98000336
3010,25.76,44.04000473
3011,25.77,44.20000458
3012,25.78,44.36000443
3013,25.78,44.34000397
3014,25.79,44.48000336
3015,25.8,44.50000381
3016,25.81,44.52000427
3017,25.81,44.42000198
3018,25.82,44.36000443
3019,25.83,44.34000397
3020,25.83,44.20000458
3021,25.84,44.10000229
3022,25.85,44.18000412
3023,25.85,44.12000275
3024,25.86,44.06000137
3025,25.87,44.04000473
3026,25.87,44.04000473
3027,25.88,44.12000275
3028,25.89,43.98000336
3029,25.89,44.00000381
3030,25.9,43.88000488
3031,25.91,43.84000397
3032,25.91,43.84000397
3033,25.92,44.00000381
3034,25.93,44.04000473
3035,25.93,44.16000366
3036,25.94,44.28000259
3037,25.95,44.36000443
3038,25.95,44.36000443
3039,25.96,44.48000336
3040,25.97,44.44000244
3041,25.97,44.42000198
3042,25.98,44.26000214
3043,25.99,44.26000214
3044,26,44.20000458
3045,26,44.1400032
3046,26.01,44.08000183
3047,26.02,44.12000275
3048,26.02,44.08000183
3049,26.03,44.08000183
3050,26.04,43.98000336
3051,26.04,44.02000427
3052,26.05,43.88000488
3053,26.06,43.86000443
3054,26.06,43.90000153
3055,26.07,43.92000198
3056,26.08,43.92000198
3057,26.08,43.90000153
3058,26.09,43.86000443
3059,26.1,43.84000397
3060,26.1,43.70000458
3061,26.11,43.80000305
3062,26.12,43.78000259
3063,26.12,43.78000259
3064,26.13,43.86000443
3065,26.14,43.88000488
3066,26.14,43.94000244
3067,26.15,43.98000336
3068,26.16,44.02000427
3069,26.16,44.12000275
3070,26.17,44.10000229
3071,26.18,44.12000275
3072,26.19,44.10000229
3073,26.19,44.08000183
3074,26.2,44.00000381
3075,26.21,43.86000443
3076,26.21,43.82000351
3077,26.22,43.76000214
3078,26.23,43.6400032
3079,26.23,43.66000366
3080,26.24,43.74000168
3081,26.25,43.80000305
3082,26.25,43.86000443
3083,26.26,43.9600029
3084,26.27,43.9600029
3085,26.27,43.94000244
3086,26.28,43.92000198
3087,26.29,44.02000427
3088,26.29,43.9600029
3089,26.3,43.88000488
3090,26.31,43.82000351
3091,26.31,43.80000305
3092,26.32,43.74000168
3093,26.33,43.76000214
3094,26.33,43.66000366
3095,26.34,43.62000275
3096,26.35,43.38000488
3097,26.36,43.36000443
3098,26.36,43.32000351
3099,26.37,43.40000153
3100,26.38,43.32000351
3101,26.38,43.26000214
3102,26.39,43.24000168
3103,26.4,43.24000168
3104,26.4,43.20000458
3105,26.41,43.22000122
3106,26.42,43.10000229
3107,26.42,43.1400032
3108,26.43,43.16000366
3109,26.44,43.24000168
3110,26.44,43.28000259
3111,26.45,43.30000305
3112,26.46,43.36000443
3113,26.46,43.36000443
3114,26.47,43.42000198
3115,26.48,43.44000244
3116,26.48,43.42000198
3117,26.49,43.34000397
3118,26.5,43.32000351
3119,26.5,43.38000488
3120,26.51,43.42000198
3121,26.52,43.48000336
3122,26.52,43.50000381
3123,26.53,43.48000336
3124,26.54,43.58000183
3125,26.55,43.6400032
3126,26.55,43.72000122
3127,26.56,43.76000214
3128,26.57,43.78000259
3129,26.57,43.70000458
3130,26.58,43.6400032
3131,26.59,43.6400032
3132,26.59,43.6400032
3133,26.6,43.62000275
3134,26.61,43.78000259
3135,26.61,43.76000214
3136,26.62,43.80000305
3137,26.63,43.84000397
3138,26.63,43.88000488
3139,26.64,43.92000198
3140,26.65,43.9600029
3141,26.65,43.92000198
3142,26.66,43.88000488
3143,26.67,43.66000366
3144,26.67,43.70000458
3145,26.68,43.6400032
3146,26.69,43.58000183
3147,26.69,43.68000412
3148,26.7,43.78000259
3149,26.71,43.78000259
3150,26.72,43.80000305
3151,26.72,43.78000259
3152,26.73,43.76000214
3153,26.74,43.68000412
3154,26.74,43.58000183
3155,26.75,43.58000183
3156,26.76,43.44000244
3157,26.76,43.28000259
3158,26.77,43.30000305
3159,26.78,43.40000153
3160,26.78,43.52000427
3161,26.79,43.70000458
3162,26.8,43.84000397
3163,26.8,44.00000381
3164,26.81,44.02000427
3165,26.82,44.00000381
3166,26.82,44.12000275
3167,26.83,44.10000229
3168,26.84,44.04000473
3169,26.84,44.02000427
3170,26.85,43.9600029
3171,26.86,43.9600029
3172,26.86,43.9600029
3173,26.87,43.94000244
3174,26.88,43.98000336
3175,26.88,43.90000153
3176,26.89,43.94000244
3177,26.9,43.9600029
3178,26.91,43.88000488
3179,26.91,43.88000488
3180,26.92,43.84000397
3181,26.93,43.90000153
3182,26.93,43.90000153
3183,26.94,43.86000443
3184,26.95,43.86000443
3185,26.95,43.78000259
3186,26.96,43.66000366
3187,26.97,43.62000275
3188,26.97,43.66000366
3189,26.98,43.74000168
3190,26.99,43.80000305
3191,26.99,43.94000244
3192,27,43.9600029
3193,27.01,43.94000244
3194,27.01,44.06000137
3195,27.02,44.30000305
3196,27.03,44.28000259
3197,27.03,44.24000168
3198,27.04,44.1400032
3199,27.05,43.94000244
3200,27.05,43.78000259
3201,27.06,43.78000259
3202,27.07,43.76000214
3203,27.08,43.6400032
3204,27.08,43.52000427
3205,27.09,43.60000229
3206,27.1,43.54000473
3207,27.1,43.58000183
3208,27.11,43.58000183
3209,27.12,43.56000137
3210,27.12,43.48000336
3211,27.13,43.34000397
3212,27.14,43.28000259
3213,27.14,43.22000122
3214,27.15,43.16000366
3215,27.16,43.18000412
3216,27.16,43.18000412
3217,27.17,43.22000122
3218,27.18,43.28000259
3219,27.18,43.26000214
3220,27.19,43.28000259
3221,27.2,43.32000351
3222,27.2,43.30000305
3223,27.21,43.28000259
3224,27.22,43.28000259
3225,27.22,43.30000305
3226,27.23,43.26000214
3227,27.24,43.22000122
3228,27.24,43.26000214
3229,27.25,43.32000351
3230,27.26,43.26000214
3231,27.27,43.22000122
3232,27.27,43.30000305
3233,27.28,43.28000259
3234,27.29,43.26000214
3235,27.29,43.30000305
3236,27.3,43.34000397
3237,27.31,43.34000397
3238,27.31,43.30000305
3239,27.32,43.40000153
3240,27.33,43.54000473
3241,27.33,43.58000183
3242,27.34,43.54000473
3243,27.35,43.54000473
3244,27.35,43.48000336
3245,27.36,43.38000488
3246,27.37,43.30000305
3247,27.37,43.22000122
3248,27.38,43.04000473
3249,27.39,42.94000244
3250,27.39,42.90000153
3251,27.4,42.90000153
3252,27.41,42.86000443
3253,27.41,42.86000443
3254,27.42,42.88000488
3255,27.43,42.88000488
3256,27.44,43.02000427
3257,27.44,43.18000412
