"#""+ESI MRM Frag=135.0V CF=0.000 DF=0.000 (245.10000 -> 209.10000) astA_AB_MRM1.d """,,
#Point,X(Minutes),Y(Counts)
1114,12.89,42.92000198
1115,12.89,43.00000381
1116,12.9,43.00000381
1117,12.91,43.00000381
1118,12.91,43.02000427
1119,12.92,43.00000381
1120,12.93,42.92000198
1121,12.93,42.94000244
1122,12.94,42.92000198
1123,12.95,42.92000198
1124,12.96,42.86000443
1125,12.96,42.88000488
1126,12.97,42.88000488
1127,12.98,42.90000153
1128,12.98,43.04000473
1129,12.99,43.04000473
1130,13,43.02000427
1131,13,43.06000137
1132,13.01,43.00000381
1133,13.02,42.98000336
1134,13.02,42.94000244
1135,13.03,42.98000336
1136,13.04,43.00000381
1137,13.04,42.88000488
1138,13.05,42.88000488
1139,13.06,42.90000153
1140,13.06,43.04000473
1141,13.07,43.10000229
1142,13.08,43.16000366
1143,13.08,43.18000412
1144,13.09,43.18000412
1145,13.1,43.18000412
1146,13.1,43.20000458
1147,13.11,43.22000122
1148,13.12,43.24000168
1149,13.13,43.10000229
1150,13.13,43.06000137
1151,13.14,43.06000137
1152,13.15,43.06000137
1153,13.15,43.08000183
1154,13.16,43.02000427
1155,13.17,43.08000183
1156,13.17,43.08000183
1157,13.18,43.04000473
1158,13.19,43.10000229
1159,13.19,43.20000458
1160,13.2,43.26000214
1161,13.21,43.26000214
1162,13.21,43.26000214
1163,13.22,43.26000214
1164,13.23,43.18000412
1165,13.23,43.22000122
1166,13.24,43.26000214
1167,13.25,43.22000122
1168,13.25,43.26000214
1169,13.26,43.24000168
1170,13.27,43.32000351
1171,13.27,43.36000443
1172,13.28,43.40000153
1173,13.29,43.38000488
1174,13.29,43.40000153
1175,13.3,43.42000198
1176,13.31,43.44000244
1177,13.32,43.4600029
1178,13.32,43.58000183
1179,13.33,43.6400032
1180,13.34,43.6400032
1181,13.34,43.68000412
1182,13.35,43.70000458
1183,13.36,43.6400032
1184,13.36,43.62000275
1185,13.37,43.6400032
1186,13.38,43.56000137
1187,13.38,43.50000381
1188,13.39,43.42000198
1189,13.4,43.44000244
1190,13.4,43.42000198
1191,13.41,43.42000198
1192,13.42,43.36000443
1193,13.42,43.38000488
1194,13.43,43.34000397
1195,13.44,43.38000488
1196,13.44,43.44000244
1197,13.45,43.44000244
1198,13.46,43.48000336
1199,13.46,43.4600029
1200,13.47,43.48000336
1201,13.48,43.4600029
1202,13.48,43.38000488
1203,13.49,43.34000397
1204,13.5,43.32000351
1205,13.51,43.26000214
1206,13.51,43.26000214
1207,13.52,43.20000458
1208,13.53,43.20000458
1209,13.53,43.28000259
1210,13.54,43.30000305
1211,13.55,43.38000488
1212,13.55,43.40000153
1213,13.56,43.44000244
1214,13.57,43.54000473
1215,13.57,43.54000473
1216,13.58,43.54000473
1217,13.59,43.68000412
1218,13.59,43.54000473
1219,13.6,43.60000229
1220,13.61,43.60000229
1221,13.61,43.60000229
1222,13.62,43.52000427
1223,13.63,43.44000244
1224,13.63,43.4600029
1225,13.64,43.38000488
1226,13.65,43.28000259
1227,13.65,43.30000305
1228,13.66,43.28000259
1229,13.67,43.22000122
1230,13.68,43.24000168
1231,13.68,43.30000305
1232,13.69,43.30000305
1233,13.7,43.28000259
1234,13.7,43.34000397
1235,13.71,43.34000397
1236,13.72,43.38000488
1237,13.72,43.40000153
1238,13.73,43.48000336
1239,13.74,43.52000427
1240,13.74,43.60000229
1241,13.75,43.68000412
1242,13.76,43.74000168
1243,13.76,43.74000168
1244,13.77,43.76000214
1245,13.78,43.84000397
1246,13.78,43.90000153
1247,13.79,43.94000244
1248,13.8,44.00000381
1249,13.8,44.10000229
1250,13.81,44.06000137
1251,13.82,44.06000137
1252,13.82,44.04000473
1253,13.83,43.94000244
1254,13.84,43.84000397
1255,13.84,43.74000168
1256,13.85,43.66000366
1257,13.86,43.52000427
1258,13.87,43.42000198
1259,13.87,43.50000381
1260,13.88,43.54000473
1261,13.89,43.60000229
1262,13.89,43.68000412
1263,13.9,43.70000458
1264,13.91,43.76000214
1265,13.91,43.86000443
1266,13.92,43.9600029
1267,13.93,43.98000336
1268,13.93,43.94000244
1269,13.94,43.90000153
1270,13.95,43.98000336
1271,13.95,44.00000381
1272,13.96,44.00000381
1273,13.97,44.06000137
1274,13.97,43.98000336
1275,13.98,43.98000336
1276,13.99,44.00000381
1277,13.99,43.94000244
1278,14,44.00000381
1279,14.01,43.86000443
1280,14.01,43.82000351
1281,14.02,43.76000214
1282,14.03,43.62000275
1283,14.04,43.58000183
1284,14.04,43.50000381
1285,14.05,43.48000336
1286,14.06,43.50000381
1287,14.06,43.52000427
1288,14.07,43.52000427
1289,14.08,43.58000183
1290,14.08,43.68000412
1291,14.09,43.86000443
1292,14.1,44.02000427
1293,14.1,44.06000137
1294,14.11,44.00000381
1295,14.12,43.9600029
1296,14.12,43.92000198
1297,14.13,43.94000244
1298,14.14,43.88000488
1299,14.14,43.92000198
1300,14.15,43.86000443
1301,14.16,43.78000259
1302,14.16,43.86000443
1303,14.17,43.94000244
1304,14.18,43.90000153
1305,14.18,43.80000305
1306,14.19,43.80000305
1307,14.2,43.76000214
1308,14.2,43.68000412
1309,14.21,43.68000412
1310,14.22,43.74000168
1311,14.23,43.72000122
1312,14.23,43.70000458
1313,14.24,43.82000351
1314,14.25,43.84000397
1315,14.25,43.76000214
1316,14.26,43.74000168
1317,14.27,43.62000275
1318,14.27,43.54000473
1319,14.28,43.62000275
1320,14.29,43.66000366
1321,14.29,43.58000183
1322,14.3,43.52000427
1323,14.31,43.54000473
1324,14.31,43.56000137
1325,14.32,43.62000275
1326,14.33,43.70000458
1327,14.33,43.78000259
1328,14.34,43.72000122
1329,14.35,43.82000351
1330,14.35,43.92000198
1331,14.36,43.9600029
1332,14.37,43.90000153
1333,14.37,43.82000351
1334,14.38,43.72000122
1335,14.39,43.60000229
1336,14.4,43.4600029
1337,14.4,43.36000443
1338,14.41,43.22000122
1339,14.42,43.26000214
1340,14.42,43.24000168
1341,14.43,43.26000214
1342,14.44,43.30000305
1343,14.44,43.32000351
1344,14.45,43.40000153
1345,14.46,43.42000198
1346,14.46,43.48000336
1347,14.47,43.50000381
1348,14.48,43.42000198
1349,14.48,43.48000336
1350,14.49,43.44000244
1351,14.5,43.4600029
1352,14.5,43.40000153
1353,14.51,43.36000443
1354,14.52,43.32000351
1355,14.52,43.38000488
1356,14.53,43.42000198
1357,14.54,43.52000427
1358,14.54,43.52000427
1359,14.55,43.52000427
1360,14.56,43.48000336
1361,14.56,43.50000381
1362,14.57,43.50000381
1363,14.58,43.48000336
1364,14.59,43.38000488
1365,14.59,43.36000443
1366,14.6,43.34000397
1367,14.61,43.38000488
1368,14.61,43.40000153
1369,14.62,43.38000488
1370,14.63,43.32000351
1371,14.63,43.36000443
1372,14.64,43.32000351
1373,14.65,43.38000488
1374,14.65,43.38000488
1375,14.66,43.40000153
1376,14.67,43.42000198
1377,14.67,43.44000244
1378,14.68,43.58000183
1379,14.69,43.6400032
1380,14.69,43.58000183
1381,14.7,43.66000366
1382,14.71,43.70000458
1383,14.71,43.66000366
1384,14.72,43.60000229
1385,14.73,43.58000183
1386,14.73,43.6400032
1387,14.74,43.54000473
1388,14.75,43.56000137
1389,14.75,43.56000137
1390,14.76,43.44000244
1391,14.77,43.40000153
1392,14.78,43.50000381
1393,14.78,43.54000473
1394,14.79,43.60000229
1395,14.8,43.52000427
1396,14.8,43.54000473
1397,14.81,43.50000381
1398,14.82,43.50000381
1399,14.82,43.48000336
1400,14.83,43.38000488
1401,14.84,43.26000214
1402,14.84,43.22000122
1403,14.85,43.12000275
1404,14.86,43.12000275
1405,14.86,43.16000366
1406,14.87,43.18000412
1407,14.88,43.18000412
1408,14.88,43.24000168
1409,14.89,43.32000351
1410,14.9,43.28000259
1411,14.9,43.24000168
1412,14.91,43.24000168
1413,14.92,43.18000412
1414,14.92,43.18000412
1415,14.93,43.20000458
1416,14.94,43.20000458
1417,14.95,43.22000122
1418,14.95,43.20000458
1419,14.96,43.26000214
1420,14.97,43.30000305
1421,14.97,43.34000397
1422,14.98,43.38000488
1423,14.99,43.34000397
1424,14.99,43.38000488
1425,15,43.34000397
1426,15.01,43.28000259
1427,15.01,43.24000168
1428,15.02,43.30000305
1429,15.03,43.22000122
1430,15.03,43.24000168
1431,15.04,43.16000366
1432,15.05,43.1400032
1433,15.05,43.08000183
1434,15.06,43.10000229
1435,15.07,43.10000229
1436,15.07,43.1400032
1437,15.08,43.08000183
1438,15.09,43.16000366
1439,15.09,43.16000366
1440,15.1,43.24000168
1441,15.11,43.30000305
1442,15.11,43.40000153
1443,15.12,43.42000198
1444,15.13,43.4600029
1445,15.14,43.42000198
1446,15.14,43.44000244
1447,15.15,43.4600029
1448,15.16,43.52000427
1449,15.16,43.60000229
1450,15.17,43.6400032
1451,15.18,43.58000183
1452,15.18,43.70000458
1453,15.19,43.84000397
1454,15.2,43.88000488
1455,15.2,43.86000443
1456,15.21,43.92000198
1457,15.22,43.98000336
1458,15.22,43.88000488
1459,15.23,43.88000488
1460,15.24,43.98000336
1461,15.24,43.80000305
1462,15.25,43.68000412
1463,15.26,43.62000275
1464,15.26,43.62000275
1465,15.27,43.72000122
1466,15.28,43.72000122
1467,15.28,43.84000397
1468,15.29,43.80000305
1469,15.3,43.80000305
1470,15.31,43.88000488
1471,15.31,43.9600029
1472,15.32,43.92000198
1473,15.33,43.88000488
1474,15.33,43.66000366
1475,15.34,43.60000229
1476,15.35,43.70000458
1477,15.35,43.80000305
1478,15.36,43.72000122
1479,15.37,43.74000168
1480,15.37,43.68000412
1481,15.38,43.72000122
1482,15.39,43.76000214
1483,15.39,43.80000305
1484,15.4,43.84000397
1485,15.41,43.78000259
1486,15.41,43.88000488
1487,15.42,44.00000381
1488,15.43,44.04000473
1489,15.43,44.08000183
1490,15.44,44.06000137
1491,15.45,44.02000427
1492,15.45,44.00000381
1493,15.46,43.92000198
1494,15.47,43.92000198
1495,15.47,44.00000381
1496,15.48,44.00000381
1497,15.49,44.06000137
1498,15.5,44.08000183
1499,15.5,44.20000458
1500,15.51,44.28000259
1501,15.52,44.26000214
1502,15.52,44.44000244
1503,15.53,44.52000427
1504,15.54,44.4600029
1505,15.54,44.4600029
1506,15.55,44.60000229
1507,15.56,44.58000183
1508,15.56,44.62000275
1509,15.57,44.72000504
1510,15.58,44.78000259
1511,15.58,44.86000443
1512,15.59,44.74000168
1513,15.6,44.76000214
1514,15.6,44.76000214
1515,15.61,44.62000275
1516,15.62,44.54000473
1517,15.62,44.26000214
1518,15.63,44.10000229
1519,15.64,43.94000244
1520,15.64,43.66000366
1521,15.65,43.82000351
1522,15.66,43.82000351
1523,15.67,43.88000488
1524,15.67,43.9600029
1525,15.68,44.06000137
1526,15.69,44.20000458
1527,15.69,44.12000275
1528,15.7,44.18000412
1529,15.71,44.16000366
1530,15.71,44.00000381
1531,15.72,43.88000488
1532,15.73,43.84000397
1533,15.73,43.74000168
1534,15.74,43.70000458
1535,15.75,43.68000412
1536,15.75,43.78000259
1537,15.76,43.72000122
1538,15.77,43.80000305
1539,15.77,43.84000397
1540,15.78,43.90000153
1541,15.79,43.9600029
1542,15.79,44.1400032
1543,15.8,44.18000412
1544,15.81,44.26000214
1545,15.81,44.26000214
1546,15.82,44.42000198
1547,15.83,44.4600029
1548,15.83,44.54000473
1549,15.84,44.58000183
1550,15.85,44.60000229
1551,15.86,44.52000427
1552,15.86,44.52000427
1553,15.87,44.48000336
1554,15.88,44.44000244
1555,15.88,44.38000488
1556,15.89,44.28000259
1557,15.9,44.28000259
1558,15.9,44.28000259
1559,15.91,44.26000214
1560,15.92,44.28000259
1561,15.92,44.38000488
1562,15.93,44.48000336
1563,15.94,44.6400032
1564,15.94,44.70000458
1565,15.95,44.82000351
1566,15.96,44.80000305
1567,15.96,44.86000443
1568,15.97,44.88000488
1569,15.98,44.94000244
1570,15.98,44.88000488
1571,15.99,44.80000305
1572,16,44.74000168
1573,16,44.72000504
1574,16.01,44.76000214
1575,16.02,44.84000397
1576,16.03,44.76000214
1577,16.03,44.88000488
1578,16.04,44.78000259
1579,16.05,44.74000168
1580,16.05,44.92000198
1581,16.06,45.1400032
1582,16.07,45.1400032
1583,16.07,45.06000137
1584,16.08,45.02000427
1585,16.09,45.04000473
1586,16.09,44.98000336
1587,16.1,45.10000229
1588,16.11,45.18000412
1589,16.11,44.98000336
1590,16.12,44.82000351
1591,16.13,45.08000183
1592,16.13,45.18000412
1593,16.14,45.30000305
1594,16.15,45.34000397
1595,16.15,45.48000336
1596,16.16,45.50000381
1597,16.17,45.62000275
1598,16.17,45.74000168
1599,16.18,45.76000214
1600,16.19,45.6400032
1601,16.19,45.72000504
1602,16.2,45.6400032
1603,16.21,45.50000381
1604,16.22,45.24000168
1605,16.22,45.06000137
1606,16.23,44.9600029
1607,16.24,44.90000153
1608,16.24,44.9600029
1609,16.25,44.92000198
1610,16.26,44.9600029
1611,16.26,45.00000381
1612,16.27,45.06000137
1613,16.28,45.00000381
1614,16.28,45.02000427
1615,16.29,45.08000183
1616,16.3,45.04000473
1617,16.3,45.08000183
1618,16.31,45.04000473
1619,16.32,44.86000443
1620,16.32,44.80000305
1621,16.33,44.82000351
1622,16.34,44.82000351
1623,16.34,44.76000214
1624,16.35,44.54000473
1625,16.36,44.54000473
1626,16.36,44.60000229
1627,16.37,44.70000458
1628,16.38,44.98000336
1629,16.38,45.06000137
1630,16.39,45.12000275
1631,16.4,45.36000443
1632,16.41,45.38000488
1633,16.41,45.32000351
1634,16.42,45.26000214
1635,16.43,44.98000336
1636,16.43,44.88000488
1637,16.44,44.52000427
1638,16.45,44.50000381
1639,16.45,44.42000198
1640,16.46,44.30000305
1641,16.47,44.22000504
1642,16.47,44.34000397
1643,16.48,44.44000244
1644,16.49,44.62000275
1645,16.49,44.56000137
1646,16.5,44.60000229
1647,16.51,44.42000198
1648,16.51,44.30000305
1649,16.52,44.06000137
1650,16.53,44.00000381
1651,16.53,43.76000214
1652,16.54,43.6400032
1653,16.55,43.6400032
1654,16.55,43.70000458
1655,16.56,43.68000412
1656,16.57,43.68000412
1657,16.58,43.66000366
1658,16.58,43.70000458
1659,16.59,43.72000122
1660,16.6,43.88000488
1661,16.6,43.88000488
1662,16.61,43.78000259
1663,16.62,43.72000122
1664,16.62,43.68000412
1665,16.63,43.70000458
1666,16.64,43.76000214
1667,16.64,43.74000168
1668,16.65,43.68000412
1669,16.66,43.66000366
1670,16.66,43.68000412
1671,16.67,43.74000168
1672,16.68,43.88000488
1673,16.68,44.00000381
1674,16.69,43.98000336
1675,16.7,43.86000443
1676,16.7,43.88000488
1677,16.71,43.94000244
1678,16.72,43.84000397
1679,16.72,43.80000305
1680,16.73,43.84000397
1681,16.74,43.72000122
1682,16.74,43.66000366
1683,16.75,43.76000214
1684,16.76,43.70000458
1685,16.77,43.78000259
1686,16.77,43.78000259
1687,16.78,43.86000443
1688,16.79,43.94000244
1689,16.79,43.9600029
1690,16.8,43.98000336
1691,16.81,44.12000275
1692,16.81,44.06000137
1693,16.82,44.28000259
1694,16.83,44.22000504
1695,16.83,44.30000305
1696,16.84,44.26000214
1697,16.85,44.22000504
1698,16.85,44.20000458
1699,16.86,44.22000504
1700,16.87,44.06000137
1701,16.87,44.00000381
1702,16.88,43.84000397
1703,16.89,43.90000153
1704,16.89,44.02000427
1705,16.9,44.1400032
1706,16.91,44.28000259
1707,16.91,44.4600029
1708,16.92,44.60000229
1709,16.93,44.56000137
1710,16.94,44.62000275
1711,16.94,44.60000229
1712,16.95,44.58000183
1713,16.96,44.40000153
1714,16.96,44.38000488
1715,16.97,44.30000305
1716,16.98,44.12000275
1717,16.98,43.9600029
1718,16.99,43.94000244
1719,17,43.82000351
1720,17,43.80000305
1721,17.01,43.74000168
1722,17.02,43.72000122
1723,17.02,43.6400032
1724,17.03,43.68000412
1725,17.04,43.94000244
1726,17.04,44.12000275
1727,17.05,44.28000259
1728,17.06,44.32000351
1729,17.06,44.36000443
1730,17.07,44.34000397
1731,17.08,44.44000244
1732,17.08,44.54000473
1733,17.09,44.50000381
1734,17.1,44.28000259
1735,17.1,44.20000458
1736,17.11,44.16000366
1737,17.12,44.1400032
1738,17.13,44.20000458
1739,17.13,44.24000168
1740,17.14,44.1400032
1741,17.15,44.18000412
1742,17.15,44.16000366
1743,17.16,44.10000229
1744,17.17,44.10000229
1745,17.17,44.06000137
1746,17.18,44.10000229
1747,17.19,44.00000381
1748,17.19,43.92000198
1749,17.2,44.02000427
1750,17.21,44.02000427
1751,17.21,44.1400032
1752,17.22,44.30000305
1753,17.23,44.38000488
1754,17.23,44.42000198
1755,17.24,44.40000153
1756,17.25,44.40000153
1757,17.25,44.52000427
1758,17.26,44.48000336
1759,17.27,44.36000443
1760,17.27,44.28000259
1761,17.28,44.16000366
1762,17.29,44.06000137
1763,17.3,43.9600029
1764,17.3,44.04000473
1765,17.31,44.02000427
1766,17.32,44.02000427
1767,17.32,44.04000473
1768,17.33,44.04000473
1769,17.34,44.18000412
1770,17.34,44.18000412
1771,17.35,44.20000458
1772,17.36,44.1400032
1773,17.36,44.06000137
1774,17.37,44.10000229
1775,17.38,44.16000366
1776,17.38,44.28000259
1777,17.39,44.28000259
1778,17.4,44.12000275
1779,17.4,44.22000504
1780,17.41,44.18000412
1781,17.42,44.20000458
1782,17.42,44.10000229
1783,17.43,43.9600029
1784,17.44,43.82000351
1785,17.44,43.72000122
1786,17.45,43.72000122
1787,17.46,43.86000443
1788,17.46,43.80000305
1789,17.47,43.86000443
1790,17.48,43.84000397
1791,17.49,43.76000214
1792,17.49,43.76000214
1793,17.5,43.76000214
1794,17.51,43.76000214
1795,17.51,43.76000214
1796,17.52,43.6400032
1797,17.53,43.68000412
1798,17.53,43.60000229
1799,17.54,43.74000168
1800,17.55,43.86000443
1801,17.55,43.84000397
1802,17.56,43.80000305
1803,17.57,43.84000397
1804,17.57,43.82000351
1805,17.58,43.72000122
1806,17.59,43.78000259
1807,17.59,43.84000397
1808,17.6,43.86000443
1809,17.61,43.90000153
1810,17.61,43.94000244
1811,17.62,44.10000229
1812,17.63,44.06000137
1813,17.63,44.1400032
1814,17.64,44.20000458
1815,17.65,44.08000183
1816,17.66,44.06000137
1817,17.66,44.08000183
1818,17.67,44.00000381
1819,17.68,43.98000336
1820,17.68,43.90000153
1821,17.69,43.9600029
1822,17.7,43.90000153
1823,17.7,43.92000198
1824,17.71,43.9600029
1825,17.72,43.92000198
1826,17.72,43.78000259
1827,17.73,43.82000351
1828,17.74,43.86000443
1829,17.74,43.80000305
1830,17.75,43.76000214
1831,17.76,43.74000168
1832,17.76,43.66000366
1833,17.77,43.60000229
1834,17.78,43.58000183
1835,17.78,43.6400032
1836,17.79,43.62000275
1837,17.8,43.56000137
1838,17.8,43.6400032
1839,17.81,43.62000275
1840,17.82,43.62000275
1841,17.82,43.68000412
1842,17.83,43.66000366
1843,17.84,43.62000275
1844,17.85,43.60000229
1845,17.85,43.54000473
1846,17.86,43.54000473
1847,17.87,43.50000381
1848,17.87,43.50000381
1849,17.88,43.52000427
1850,17.89,43.44000244
1851,17.89,43.44000244
1852,17.9,43.40000153
1853,17.91,43.34000397
1854,17.91,43.30000305
1855,17.92,43.32000351
1856,17.93,43.28000259
1857,17.93,43.32000351
1858,17.94,43.32000351
1859,17.95,43.34000397
1860,17.95,43.36000443
1861,17.96,43.40000153
1862,17.97,43.36000443
1863,17.97,43.38000488
1864,17.98,43.30000305
1865,17.99,43.28000259
1866,17.99,43.16000366
1867,18,43.16000366
1868,18.01,43.12000275
1869,18.01,43.10000229
1870,18.02,43.10000229
1871,18.03,43.12000275
1872,18.04,43.08000183
1873,18.04,43.04000473
1874,18.05,43.02000427
1875,18.06,43.04000473
1876,18.06,43.04000473
1877,18.07,43.00000381
1878,18.08,42.94000244
1879,18.08,43.00000381
1880,18.09,43.00000381
1881,18.1,43.10000229
1882,18.1,43.24000168
1883,18.11,43.34000397
1884,18.12,43.40000153
1885,18.12,43.44000244
1886,18.13,43.48000336
1887,18.14,43.44000244
1888,18.14,43.36000443
1889,18.15,43.38000488
1890,18.16,43.34000397
1891,18.16,43.26000214
1892,18.17,43.20000458
1893,18.18,43.16000366
1894,18.18,43.16000366
1895,18.19,43.22000122
1896,18.2,43.22000122
1897,18.21,43.18000412
1898,18.21,43.08000183
1899,18.22,43.02000427
1900,18.23,42.98000336
1901,18.23,43.00000381
1902,18.24,42.9600029
1903,18.25,43.02000427
1904,18.25,42.98000336
1905,18.26,43.04000473
1906,18.27,43.04000473
1907,18.27,43.12000275
1908,18.28,43.12000275
1909,18.29,43.12000275
1910,18.29,43.08000183
1911,18.3,43.18000412
1912,18.31,43.06000137
1913,18.31,43.08000183
1914,18.32,43.06000137
1915,18.33,43.10000229
1916,18.33,43.04000473
1917,18.34,43.06000137
1918,18.35,43.12000275
1919,18.35,43.10000229
1920,18.36,42.98000336
1921,18.37,43.08000183
1922,18.37,43.06000137
1923,18.38,43.06000137
1924,18.39,43.06000137
1925,18.4,43.10000229
1926,18.4,43.04000473
1927,18.41,43.02000427
1928,18.42,43.00000381
1929,18.42,43.00000381
1930,18.43,42.92000198
1931,18.44,42.90000153
1932,18.44,42.92000198
1933,18.45,42.86000443
1934,18.46,42.84000397
1935,18.46,42.90000153
1936,18.47,42.90000153
1937,18.48,42.90000153
1938,18.48,42.92000198
1939,18.49,42.88000488
1940,18.5,42.88000488
1941,18.5,42.86000443
1942,18.51,42.84000397
1943,18.52,42.80000305
1944,18.52,42.78000259
1945,18.53,42.78000259
1946,18.54,42.82000351
1947,18.54,42.86000443
1948,18.55,42.92000198
1949,18.56,42.9600029
1950,18.57,43.06000137
1951,18.57,43.08000183
1952,18.58,43.08000183
1953,18.59,43.04000473
1954,18.59,43.04000473
1955,18.6,42.98000336
1956,18.61,42.94000244
1957,18.61,42.86000443
1958,18.62,42.86000443
1959,18.63,42.78000259
1960,18.63,42.78000259
1961,18.64,42.78000259
1962,18.65,42.78000259
1963,18.65,42.74000168
1964,18.66,42.74000168
1965,18.67,42.74000168
1966,18.67,42.74000168
1967,18.68,42.70000458
1968,18.69,42.70000458
1969,18.69,42.72000122
1970,18.7,42.72000122
1971,18.71,42.74000168
1972,18.71,42.74000168
1973,18.72,42.76000214
1974,18.73,42.78000259
1975,18.73,42.80000305
1976,18.74,42.80000305
1977,18.75,42.84000397
1978,18.76,42.82000351
1979,18.76,42.82000351
1980,18.77,42.82000351
1981,18.78,42.80000305
1982,18.78,42.86000443
1983,18.79,42.84000397
1984,18.8,42.82000351
1985,18.8,42.84000397
1986,18.81,42.82000351
1987,18.82,42.82000351
1988,18.82,42.80000305
1989,18.83,42.80000305
1990,18.84,42.78000259
1991,18.84,42.74000168
1992,18.85,42.78000259
1993,18.86,42.78000259
1994,18.86,42.78000259
1995,18.87,42.78000259
1996,18.88,42.78000259
1997,18.88,42.84000397
1998,18.89,42.88000488
1999,18.9,42.90000153
2000,18.9,42.90000153
2001,18.91,42.88000488
2002,18.92,42.88000488
2003,18.93,42.86000443
2004,18.93,42.84000397
2005,18.94,42.82000351
2006,18.95,42.74000168
2007,18.95,42.72000122
2008,18.96,42.72000122
2009,18.97,42.72000122
2010,18.97,42.72000122
2011,18.98,42.78000259
2012,18.99,42.80000305
2013,18.99,42.82000351
2014,19,42.82000351
2015,19.01,42.86000443
2016,19.01,42.86000443
2017,19.02,42.86000443
2018,19.03,42.86000443
2019,19.03,42.84000397
2020,19.04,42.80000305
2021,19.05,42.80000305
2022,19.05,42.80000305
2023,19.06,42.80000305
2024,19.07,42.80000305
2025,19.07,42.78000259
2026,19.08,42.76000214
2027,19.09,42.76000214
2028,19.09,42.74000168
2029,19.1,42.78000259
2030,19.11,42.78000259
2031,19.12,42.78000259
2032,19.12,42.78000259
2033,19.13,42.76000214
2034,19.14,42.76000214
2035,19.14,42.76000214
2036,19.15,42.76000214
2037,19.16,42.74000168
2038,19.16,42.70000458
2039,19.17,42.74000168
2040,19.18,42.76000214
2041,19.18,42.78000259
2042,19.19,42.82000351
2043,19.2,42.86000443
2044,19.2,42.88000488
2045,19.21,42.9600029
2046,19.22,42.9600029
2047,19.22,42.9600029
2048,19.23,42.92000198
2049,19.24,43.00000381
2050,19.24,43.00000381
2051,19.25,42.98000336
2052,19.26,42.94000244
2053,19.26,42.92000198
2054,19.27,42.86000443
2055,19.28,42.90000153
2056,19.29,42.90000153
2057,19.29,42.94000244
2058,19.3,42.88000488
2059,19.31,43.00000381
2060,19.31,43.08000183
2061,19.32,43.10000229
2062,19.33,43.10000229
2063,19.33,43.12000275
2064,19.34,43.06000137
2065,19.35,43.06000137
2066,19.35,43.02000427
2067,19.36,43.02000427
2068,19.37,42.9600029
2069,19.37,42.98000336
2070,19.38,43.02000427
2071,19.39,43.04000473
2072,19.39,43.04000473
2073,19.4,43.06000137
2074,19.41,43.02000427
2075,19.41,43.02000427
2076,19.42,43.04000473
2077,19.43,43.00000381
2078,19.43,43.00000381
2079,19.44,43.10000229
2080,19.45,43.24000168
2081,19.45,43.32000351
2082,19.46,43.40000153
2083,19.47,43.56000137
2084,19.48,43.58000183
2085,19.48,43.56000137
2086,19.49,43.62000275
2087,19.5,43.58000183
2088,19.5,43.52000427
2089,19.51,43.38000488
2090,19.52,43.32000351
2091,19.52,43.34000397
2092,19.53,43.24000168
2093,19.54,43.22000122
2094,19.54,43.24000168
2095,19.55,43.24000168
2096,19.56,43.28000259
2097,19.56,43.26000214
2098,19.57,43.40000153
2099,19.58,43.44000244
2100,19.58,43.38000488
2101,19.59,43.42000198
2102,19.6,43.48000336
2103,19.6,43.50000381
2104,19.61,43.56000137
2105,19.62,43.6400032
2106,19.62,43.68000412
2107,19.63,43.60000229
2108,19.64,43.66000366
2109,19.64,43.70000458
2110,19.65,43.70000458
2111,19.66,43.70000458
2112,19.67,43.74000168
2113,19.67,43.62000275
2114,19.68,43.50000381
2115,19.69,43.50000381
2116,19.69,43.54000473
2117,19.7,43.52000427
2118,19.71,43.60000229
2119,19.71,43.58000183
2120,19.72,43.62000275
2121,19.73,43.68000412
2122,19.73,43.78000259
2123,19.74,43.86000443
2124,19.75,43.92000198
2125,19.75,44.00000381
2126,19.76,43.98000336
2127,19.77,43.9600029
2128,19.77,44.00000381
2129,19.78,44.08000183
2130,19.79,43.94000244
2131,19.79,44.00000381
2132,19.8,44.02000427
2133,19.81,43.88000488
2134,19.81,43.78000259
2135,19.82,43.74000168
2136,19.83,43.70000458
2137,19.84,43.68000412
2138,19.84,43.60000229
2139,19.85,43.78000259
2140,19.86,43.78000259
2141,19.86,43.74000168
2142,19.87,43.90000153
2143,19.88,43.94000244
2144,19.88,43.9600029
2145,19.89,43.90000153
2146,19.9,43.84000397
2147,19.9,43.74000168
2148,19.91,43.6400032
2149,19.92,43.70000458
2150,19.92,43.82000351
2151,19.93,43.74000168
2152,19.94,43.70000458
2153,19.94,43.66000366
2154,19.95,43.60000229
2155,19.96,43.6400032
2156,19.96,43.6400032
2157,19.97,43.54000473
2158,19.98,43.36000443
2159,19.98,43.24000168
2160,19.99,43.22000122
2161,20,43.20000458
2162,20,43.22000122
2163,20.01,43.24000168
2164,20.02,43.16000366
2165,20.03,43.22000122
2166,20.03,43.24000168
2167,20.04,43.30000305
2168,20.05,43.38000488
2169,20.05,43.40000153
2170,20.06,43.48000336
2171,20.07,43.48000336
2172,20.07,43.4600029
2173,20.08,43.4600029
2174,20.09,43.40000153
2175,20.09,43.40000153
2176,20.1,43.40000153
2177,20.11,43.32000351
2178,20.11,43.30000305
2179,20.12,43.24000168
2180,20.13,43.24000168
2181,20.13,43.22000122
2182,20.14,43.22000122
2183,20.15,43.24000168
2184,20.15,43.22000122
2185,20.16,43.24000168
